instance,cls,method,width,eps_bar,rel_width,coverage
int__tai50_15_04,50_15,GP-nowidth,1.0,4.9691,14.3319,1.0000
int__tai50_15_04,50_15,GP-nowidth,1.2,5.8912,,1.0000
int__tai50_15_04,50_15,GP-nowidth,1.4,6.4131,,1.0000
int__tai50_15_04,50_15,GP-rob1,1.0,4.3519,11.1939,1.0000
int__tai50_15_04,50_15,GP-rob1,1.2,4.7491,,1.0000
int__tai50_15_04,50_15,GP-rob1,1.4,5.6891,,1.0000
int__tai50_15_04,50_15,GP-rob1-nw,1.0,4.4705,13.7989,1.0000
int__tai50_15_04,50_15,GP-rob1-nw,1.2,5.5023,,1.0000
int__tai50_15_04,50_15,GP-rob1-nw,1.4,6.1726,,1.0000
int__tai50_15_04,50_15,GP-rob4,1.0,3.6305,8.8020,1.0000
int__tai50_15_04,50_15,GP-rob4,1.2,4.5208,,1.0000
int__tai50_15_04,50_15,GP-rob4,1.4,5.5768,,1.0000
int__tai50_15_05,50_15,GP,1.0,3.7610,11.0842,1.0000
int__tai50_15_05,50_15,GP,1.2,4.4686,,1.0000
int__tai50_15_05,50_15,GP,1.4,5.0694,,1.0000
int__tai50_15_05,50_15,EST,1.0,5.0852,13.6847,1.0000
int__tai50_15_05,50_15,EST,1.2,6.3382,,1.0000
int__tai50_15_05,50_15,EST,1.4,6.9418,,1.0000
int__tai50_15_05,50_15,GT-MWKR,1.0,5.2109,14.0422,1.0000
int__tai50_15_05,50_15,GT-MWKR,1.2,5.9165,,1.0000
int__tai50_15_05,50_15,GT-MWKR,1.4,6.2825,,1.0000
int__tai50_15_05,50_15,GP-nowidth,1.0,5.8718,12.1457,1.0000
int__tai50_15_05,50_15,GP-nowidth,1.2,7.4949,,1.0000
int__tai50_15_05,50_15,GP-nowidth,1.4,7.8215,,1.0000
int__tai50_15_05,50_15,GP-rob1,1.0,3.8663,9.2045,1.0000
int__tai50_15_05,50_15,GP-rob1,1.2,4.6775,,1.0000
int__tai50_15_05,50_15,GP-rob1,1.4,5.0606,,1.0000
int__tai50_15_05,50_15,GP-rob1-nw,1.0,4.1550,11.3607,1.0000
int__tai50_15_05,50_15,GP-rob1-nw,1.2,4.8592,,1.0000
int__tai50_15_05,50_15,GP-rob1-nw,1.4,5.6518,,1.0000
int__tai50_15_05,50_15,GP-rob4,1.0,3.0820,7.7358,1.0000
int__tai50_15_05,50_15,GP-rob4,1.2,3.7390,,1.0000
int__tai50_15_05,50_15,GP-rob4,1.4,4.3565,,1.0000
int__tai50_15_06,50_15,GP,1.0,4.7214,11.9287,1.0000
int__tai50_15_06,50_15,GP,1.2,5.0724,,1.0000
int__tai50_15_06,50_15,GP,1.4,5.8113,,1.0000
int__tai50_15_06,50_15,EST,1.0,4.7216,12.4867,1.0000
int__tai50_15_06,50_15,EST,1.2,5.5246,,1.0000
int__tai50_15_06,50_15,EST,1.4,6.4717,,1.0000
int__tai50_15_06,50_15,GT-MWKR,1.0,5.3286,15.2138,1.0000
int__tai50_15_06,50_15,GT-MWKR,1.2,6.4185,,1.0000
int__tai50_15_06,50_15,GT-MWKR,1.4,6.8007,,1.0000
int__tai50_15_06,50_15,GP-nowidth,1.0,4.6136,12.3571,1.0000
int__tai50_15_06,50_15,GP-nowidth,1.2,5.1642,,1.0000
int__tai50_15_06,50_15,GP-nowidth,1.4,5.8687,,1.0000
int__tai50_15_06,50_15,GP-rob1,1.0,3.3205,7.6043,1.0000
int__tai50_15_06,50_15,GP-rob1,1.2,3.9203,,1.0000
int__tai50_15_06,50_15,GP-rob1,1.4,5.2318,,1.0000
int__tai50_15_06,50_15,GP-rob1-nw,1.0,3.8655,11.1760,1.0000
int__tai50_15_06,50_15,GP-rob1-nw,1.2,4.4648,,1.0000
int__tai50_15_06,50_15,GP-rob1-nw,1.4,4.9532,,1.0000
int__tai50_15_06,50_15,GP-rob4,1.0,3.0436,7.4769,1.0000
int__tai50_15_06,50_15,GP-rob4,1.2,3.4818,,1.0000
int__tai50_15_06,50_15,GP-rob4,1.4,3.9517,,1.0000
int__tai50_15_07,50_15,GP,1.0,4.9920,13.7300,1.0000
int__tai50_15_07,50_15,GP,1.2,6.1888,,1.0000
int__tai50_15_07,50_15,GP,1.4,7.5491,,1.0000
int__tai50_15_07,50_15,EST,1.0,3.7858,14.0082,1.0000
int__tai50_15_07,50_15,EST,1.2,4.5910,,1.0000
int__tai50_15_07,50_15,EST,1.4,5.2954,,1.0000
int__tai50_15_07,50_15,GT-MWKR,1.0,6.3343,14.9837,1.0000
int__tai50_15_07,50_15,GT-MWKR,1.2,8.0220,,1.0000
int__tai50_15_07,50_15,GT-MWKR,1.4,8.9762,,1.0000
int__tai50_15_07,50_15,GP-nowidth,1.0,4.2499,13.2678,1.0000
int__tai50_15_07,50_15,GP-nowidth,1.2,4.7760,,1.0000
int__tai50_15_07,50_15,GP-nowidth,1.4,5.7861,,1.0000
int__tai50_15_07,50_15,GP-rob1,1.0,3.7991,10.4738,1.0000
int__tai50_15_07,50_15,GP-rob1,1.2,4.3367,,1.0000
int__tai50_15_07,50_15,GP-rob1,1.4,4.6556,,1.0000
int__tai50_15_07,50_15,GP-rob1-nw,1.0,5.5137,12.7116,1.0000
int__tai50_15_07,50_15,GP-rob1-nw,1.2,6.0310,,1.0000
int__tai50_15_07,50_15,GP-rob1-nw,1.4,6.6081,,1.0000
int__tai50_15_07,50_15,GP-rob4,1.0,4.4124,10.4797,1.0000
int__tai50_15_07,50_15,GP-rob4,1.2,5.3584,,1.0000
int__tai50_15_07,50_15,GP-rob4,1.4,5.6848,,1.0000
int__tai50_15_08,50_15,GP,1.0,5.7746,14.1026,1.0000
int__tai50_15_08,50_15,GP,1.2,6.8457,,1.0000
int__tai50_15_08,50_15,GP,1.4,7.1163,,1.0000
int__tai50_15_08,50_15,EST,1.0,4.3541,12.5631,1.0000
int__tai50_15_08,50_15,EST,1.2,4.8064,,1.0000
int__tai50_15_08,50_15,EST,1.4,5.1645,,1.0000
int__tai50_15_08,50_15,GT-MWKR,1.0,5.4298,14.7386,1.0000
int__tai50_15_08,50_15,GT-MWKR,1.2,6.4932,,1.0000
int__tai50_15_08,50_15,GT-MWKR,1.4,7.4588,,1.0000
int__tai50_15_08,50_15,GP-nowidth,1.0,4.7559,13.6681,1.0000
int__tai50_15_08,50_15,GP-nowidth,1.2,5.9025,,1.0000
int__tai50_15_08,50_15,GP-nowidth,1.4,6.5286,,1.0000
int__tai50_15_08,50_15,GP-rob1,1.0,4.4588,10.3331,1.0000
int__tai50_15_08,50_15,GP-rob1,1.2,4.9331,,1.0000
int__tai50_15_08,50_15,GP-rob1,1.4,5.6639,,1.0000
int__tai50_15_08,50_15,GP-rob1-nw,1.0,4.8009,12.8621,1.0000
int__tai50_15_08,50_15,GP-rob1-nw,1.2,5.6713,,1.0000
int__tai50_15_08,50_15,GP-rob1-nw,1.4,6.6704,,1.0000
int__tai50_15_08,50_15,GP-rob4,1.0,2.8432,7.2135,1.0000
int__tai50_15_08,50_15,GP-rob4,1.2,3.4192,,1.0000
int__tai50_15_08,50_15,GP-rob4,1.4,3.9318,,1.0000
int__tai50_15_09,50_15,GP,1.0,5.2722,12.5504,1.0000
int__tai50_15_09,50_15,GP,1.2,6.2218,,1.0000
int__tai50_15_09,50_15,GP,1.4,6.8640,,1.0000
int__tai50_15_09,50_15,EST,1.0,4.5234,14.7619,1.0000
int__tai50_15_09,50_15,EST,1.2,5.9640,,1.0000
int__tai50_15_09,50_15,EST,1.4,7.4407,,1.0000
int__tai50_15_09,50_15,GT-MWKR,1.0,5.0928,12.9260,1.0000
int__tai50_15_09,50_15,GT-MWKR,1.2,5.8564,,1.0000
int__tai50_15_09,50_15,GT-MWKR,1.4,6.4672,,1.0000
int__tai50_15_09,50_15,GP-nowidth,1.0,4.2972,11.4003,1.0000
int__tai50_15_09,50_15,GP-nowidth,1.2,5.2100,,1.0000
int__tai50_15_09,50_15,GP-nowidth,1.4,6.1230,,1.0000
int__tai50_15_09,50_15,GP-rob1,1.0,3.3533,8.3386,1.0000
int__tai50_15_09,50_15,GP-rob1,1.2,3.9439,,1.0000
int__tai50_15_09,50_15,GP-rob1,1.4,4.6256,,1.0000
int__tai50_15_09,50_15,GP-rob1-nw,1.0,4.3036,10.9615,1.0000
int__tai50_15_09,50_15,GP-rob1-nw,1.2,5.2716,,1.0000
int__tai50_15_09,50_15,GP-rob1-nw,1.4,6.4180,,1.0000
int__tai50_15_09,50_15,GP-rob4,1.0,3.2901,7.6437,1.0000
int__tai50_15_09,50_15,GP-rob4,1.2,3.7442,,1.0000
int__tai50_15_09,50_15,GP-rob4,1.4,4.1560,,1.0000
int__tai50_15_10,50_15,GP,1.0,4.2959,11.5067,1.0000
int__tai50_15_10,50_15,GP,1.2,4.9836,,1.0000
int__tai50_15_10,50_15,GP,1.4,5.6541,,1.0000
int__tai50_15_10,50_15,EST,1.0,5.4072,15.3168,1.0000
int__tai50_15_10,50_15,EST,1.2,6.5312,,1.0000
int__tai50_15_10,50_15,EST,1.4,7.3765,,1.0000
int__tai50_15_10,50_15,GT-MWKR,1.0,4.4092,12.9408,1.0000
int__tai50_15_10,50_15,GT-MWKR,1.2,5.4273,,1.0000
int__tai50_15_10,50_15,GT-MWKR,1.4,6.1850,,1.0000
int__tai50_15_10,50_15,GP-nowidth,1.0,3.8425,11.8497,1.0000
int__tai50_15_10,50_15,GP-nowidth,1.2,4.4959,,1.0000
int__tai50_15_10,50_15,GP-nowidth,1.4,5.2698,,1.0000
int__tai50_15_10,50_15,GP-rob1,1.0,4.0072,9.4675,1.0000
int__tai50_15_10,50_15,GP-rob1,1.2,4.4120,,1.0000
int__tai50_15_10,50_15,GP-rob1,1.4,5.0194,,1.0000
int__tai50_15_10,50_15,GP-rob1-nw,1.0,6.0054,12.3649,1.0000
int__tai50_15_10,50_15,GP-rob1-nw,1.2,7.2554,,1.0000
int__tai50_15_10,50_15,GP-rob1-nw,1.4,7.8163,,1.0000
int__tai50_15_10,50_15,GP-rob4,1.0,2.8682,7.5764,1.0000
int__tai50_15_10,50_15,GP-rob4,1.2,3.3600,,1.0000
int__tai50_15_10,50_15,GP-rob4,1.4,3.9626,,1.0000
int__tai50_20_01,50_20,GP,1.0,4.7622,11.3629,1.0000
int__tai50_20_01,50_20,GP,1.2,5.2194,,1.0000
int__tai50_20_01,50_20,GP,1.4,5.6736,,1.0000
int__tai50_20_01,50_20,EST,1.0,3.8519,10.5742,1.0000
int__tai50_20_01,50_20,EST,1.2,4.1009,,1.0000
int__tai50_20_01,50_20,EST,1.4,4.5529,,1.0000
int__tai50_20_01,50_20,GT-MWKR,1.0,5.0133,13.9043,1.0000
int__tai50_20_01,50_20,GT-MWKR,1.2,6.0307,,1.0000
int__tai50_20_01,50_20,GT-MWKR,1.4,6.9253,,1.0000
int__tai50_20_01,50_20,GP-nowidth,1.0,4.2864,11.8919,1.0000
int__tai50_20_01,50_20,GP-nowidth,1.2,4.8836,,1.0000
int__tai50_20_01,50_20,GP-nowidth,1.4,5.6247,,1.0000
int__tai50_20_01,50_20,GP-rob1,1.0,3.8253,9.4698,1.0000
int__tai50_20_01,50_20,GP-rob1,1.2,4.5605,,1.0000
int__tai50_20_01,50_20,GP-rob1,1.4,5.1409,,1.0000
int__tai50_20_01,50_20,GP-rob1-nw,1.0,4.8818,12.3032,1.0000
int__tai50_20_01,50_20,GP-rob1-nw,1.2,6.3057,,1.0000
int__tai50_20_01,50_20,GP-rob1-nw,1.4,7.3245,,1.0000
int__tai50_20_01,50_20,GP-rob4,1.0,3.5861,8.7077,1.0000
int__tai50_20_01,50_20,GP-rob4,1.2,4.1000,,1.0000
int__tai50_20_01,50_20,GP-rob4,1.4,4.8168,,1.0000
int__tai50_20_02,50_20,GP,1.0,4.2370,12.7900,1.0000
int__tai50_20_02,50_20,GP,1.2,4.9697,,1.0000
int__tai50_20_02,50_20,GP,1.4,5.7351,,1.0000
int__tai50_20_02,50_20,EST,1.0,4.6501,13.8208,1.0000
int__tai50_20_02,50_20,EST,1.2,5.3797,,1.0000
int__tai50_20_02,50_20,EST,1.4,6.3622,,1.0000
int__tai50_20_02,50_20,GT-MWKR,1.0,4.9338,13.5811,1.0000
int__tai50_20_02,50_20,GT-MWKR,1.2,5.7577,,1.0000
int__tai50_20_02,50_20,GT-MWKR,1.4,6.5473,,1.0000
int__tai50_20_02,50_20,GP-nowidth,1.0,4.4587,11.7785,1.0000
int__tai50_20_02,50_20,GP-nowidth,1.2,5.6145,,1.0000
int__tai50_20_02,50_20,GP-nowidth,1.4,6.3296,,1.0000
int__tai50_20_02,50_20,GP-rob1,1.0,3.3495,8.2548,1.0000
int__tai50_20_02,50_20,GP-rob1,1.2,3.7266,,1.0000
int__tai50_20_02,50_20,GP-rob1,1.4,4.2593,,1.0000
int__tai50_20_02,50_20,GP-rob1-nw,1.0,5.9880,12.7037,1.0000
int__tai50_20_02,50_20,GP-rob1-nw,1.2,6.9438,,1.0000
int__tai50_20_02,50_20,GP-rob1-nw,1.4,7.7302,,1.0000
int__tai50_20_02,50_20,GP-rob4,1.0,3.8400,8.0537,1.0000
int__tai50_20_02,50_20,GP-rob4,1.2,4.4107,,1.0000
int__tai50_20_02,50_20,GP-rob4,1.4,4.5993,,1.0000
int__tai50_20_03,50_20,GP,1.0,4.1988,11.4295,1.0000
int__tai50_20_03,50_20,GP,1.2,4.6515,,1.0000
int__tai50_20_03,50_20,GP,1.4,5.1529,,1.0000
int__tai50_20_03,50_20,EST,1.0,4.3563,14.0411,1.0000
int__tai50_20_03,50_20,EST,1.2,5.2842,,1.0000
int__tai50_20_03,50_20,EST,1.4,6.2871,,1.0000
int__tai50_20_03,50_20,GT-MWKR,1.0,5.0493,13.5484,1.0000
int__tai50_20_03,50_20,GT-MWKR,1.2,5.7172,,1.0000
int__tai50_20_03,50_20,GT-MWKR,1.4,6.0209,,1.0000
int__tai50_20_03,50_20,GP-nowidth,1.0,5.6012,13.7004,1.0000
int__tai50_20_03,50_20,GP-nowidth,1.2,6.3906,,1.0000
int__tai50_20_03,50_20,GP-nowidth,1.4,7.2842,,1.0000
int__tai50_20_03,50_20,GP-rob1,1.0,3.6515,8.8443,1.0000
int__tai50_20_03,50_20,GP-rob1,1.2,4.3732,,1.0000
int__tai50_20_03,50_20,GP-rob1,1.4,4.9177,,1.0000
int__tai50_20_03,50_20,GP-rob1-nw,1.0,5.8898,13.1051,1.0000
int__tai50_20_03,50_20,GP-rob1-nw,1.2,6.4426,,1.0000
int__tai50_20_03,50_20,GP-rob1-nw,1.4,8.0702,,1.0000
int__tai50_20_03,50_20,GP-rob4,1.0,3.3936,8.9280,1.0000
int__tai50_20_03,50_20,GP-rob4,1.2,3.8314,,1.0000
int__tai50_20_03,50_20,GP-rob4,1.4,4.3465,,1.0000
int__tai50_20_04,50_20,GP,1.0,4.4853,11.5163,1.0000
int__tai50_20_04,50_20,GP,1.2,5.0892,,1.0000
int__tai50_20_04,50_20,GP,1.4,5.5770,,1.0000
int__tai50_20_04,50_20,EST,1.0,5.5665,13.8725,1.0000
int__tai50_20_04,50_20,EST,1.2,6.3103,,1.0000
int__tai50_20_04,50_20,EST,1.4,7.0111,,1.0000
int__tai50_20_04,50_20,GT-MWKR,1.0,4.3997,13.8020,1.0000
int__tai50_20_04,50_20,GT-MWKR,1.2,5.6002,,1.0000
int__tai50_20_04,50_20,GT-MWKR,1.4,6.3674,,1.0000
int__tai50_20_04,50_20,GP-nowidth,1.0,4.4487,13.0853,1.0000
int__tai50_20_04,50_20,GP-nowidth,1.2,5.0484,,1.0000
int__tai50_20_04,50_20,GP-nowidth,1.4,5.6727,,1.0000
int__tai50_20_04,50_20,GP-rob1,1.0,3.9362,8.8127,1.0000
int__tai50_20_04,50_20,GP-rob1,1.2,4.3808,,1.0000
int__tai50_20_04,50_20,GP-rob1,1.4,4.7328,,1.0000
int__tai50_20_04,50_20,GP-rob1-nw,1.0,6.5632,14.4169,1.0000
int__tai50_20_04,50_20,GP-rob1-nw,1.2,7.5841,,1.0000
int__tai50_20_04,50_20,GP-rob1-nw,1.4,8.6451,,1.0000
int__tai50_20_04,50_20,GP-rob4,1.0,3.5949,8.4606,1.0000
int__tai50_20_04,50_20,GP-rob4,1.2,4.1756,,1.0000
int__tai50_20_04,50_20,GP-rob4,1.4,4.1530,,1.0000
int__tai50_20_05,50_20,GP,1.0,5.0046,11.7862,1.0000
int__tai50_20_05,50_20,GP,1.2,5.7528,,1.0000
int__tai50_20_05,50_20,GP,1.4,6.7454,,1.0000
int__tai50_20_05,50_20,EST,1.0,3.6229,11.6046,1.0000
int__tai50_20_05,50_20,EST,1.2,4.1025,,1.0000
int__tai50_20_05,50_20,EST,1.4,4.7114,,1.0000
int__tai50_20_05,50_20,GT-MWKR,1.0,4.8201,13.2129,1.0000
int__tai50_20_05,50_20,GT-MWKR,1.2,5.8108,,1.0000
int__tai50_20_05,50_20,GT-MWKR,1.4,7.0655,,1.0000
int__tai50_20_05,50_20,GP-nowidth,1.0,4.5465,11.7755,1.0000
int__tai50_20_05,50_20,GP-nowidth,1.2,5.1827,,1.0000
int__tai50_20_05,50_20,GP-nowidth,1.4,6.5476,,1.0000
int__tai50_20_05,50_20,GP-rob1,1.0,3.5246,8.8725,1.0000
int__tai50_20_05,50_20,GP-rob1,1.2,4.1219,,1.0000
int__tai50_20_05,50_20,GP-rob1,1.4,4.5560,,1.0000
int__tai50_20_05,50_20,GP-rob1-nw,1.0,4.1776,11.0820,1.0000
int__tai50_20_05,50_20,GP-rob1-nw,1.2,4.7815,,1.0000
int__tai50_20_05,50_20,GP-rob1-nw,1.4,5.6070,,1.0000
int__tai50_20_05,50_20,GP-rob4,1.0,3.3198,8.2071,1.0000
int__tai50_20_05,50_20,GP-rob4,1.2,3.9032,,1.0000
int__tai50_20_05,50_20,GP-rob4,1.4,4.3509,,1.0000
int__tai50_20_06,50_20,GP,1.0,4.6384,12.3410,1.0000
int__tai50_20_06,50_20,GP,1.2,4.8805,,1.0000
int__tai50_20_06,50_20,GP,1.4,5.3670,,1.0000
int__tai50_20_06,50_20,EST,1.0,3.5332,10.8108,1.0000
int__tai50_20_06,50_20,EST,1.2,4.0750,,1.0000
int__tai50_20_06,50_20,EST,1.4,4.5269,,1.0000
int__tai50_20_06,50_20,GT-MWKR,1.0,5.1884,14.7172,1.0000
int__tai50_20_06,50_20,GT-MWKR,1.2,6.4595,,1.0000
int__tai50_20_06,50_20,GT-MWKR,1.4,7.4886,,1.0000
int__tai50_20_06,50_20,GP-nowidth,1.0,3.8105,12.5870,1.0000
int__tai50_20_06,50_20,GP-nowidth,1.2,4.6452,,1.0000
int__tai50_20_06,50_20,GP-nowidth,1.4,5.2404,,1.0000
int__tai50_20_06,50_20,GP-rob1,1.0,3.2376,9.4307,1.0000
int__tai50_20_06,50_20,GP-rob1,1.2,3.9947,,1.0000
int__tai50_20_06,50_20,GP-rob1,1.4,4.4078,,1.0000
int__tai50_20_06,50_20,GP-rob1-nw,1.0,6.1465,12.7049,1.0000
int__tai50_20_06,50_20,GP-rob1-nw,1.2,7.3483,,1.0000
int__tai50_20_06,50_20,GP-rob1-nw,1.4,8.8146,,1.0000
int__tai50_20_06,50_20,GP-rob4,1.0,3.1237,7.1532,1.0000
int__tai50_20_06,50_20,GP-rob4,1.2,3.4084,,1.0000
int__tai50_20_06,50_20,GP-rob4,1.4,4.0724,,1.0000
int__tai50_20_07,50_20,GP,1.0,5.7929,13.2145,1.0000
int__tai50_20_07,50_20,GP,1.2,7.0567,,1.0000
int__tai50_20_07,50_20,GP,1.4,7.6220,,1.0000
int__tai50_20_07,50_20,EST,1.0,4.8484,13.7634,1.0000
int__tai50_20_07,50_20,EST,1.2,5.6671,,1.0000
int__tai50_20_07,50_20,EST,1.4,6.9724,,1.0000
int__tai50_20_07,50_20,GT-MWKR,1.0,5.4856,15.6048,1.0000
int__tai50_20_07,50_20,GT-MWKR,1.2,6.3414,,1.0000
int__tai50_20_07,50_20,GT-MWKR,1.4,7.5577,,1.0000
int__tai50_20_07,50_20,GP-nowidth,1.0,5.5397,13.7139,1.0000
int__tai50_20_07,50_20,GP-nowidth,1.2,6.5876,,1.0000
int__tai50_20_07,50_20,GP-nowidth,1.4,8.5408,,1.0000
int__tai50_20_07,50_20,GP-rob1,1.0,2.2483,7.0568,1.0000
int__tai50_20_07,50_20,GP-rob1,1.2,3.1920,,1.0000
int__tai50_20_07,50_20,GP-rob1,1.4,4.3652,,1.0000
int__tai50_20_07,50_20,GP-rob1-nw,1.0,5.8477,12.8500,1.0000
int__tai50_20_07,50_20,GP-rob1-nw,1.2,6.2731,,1.0000
int__tai50_20_07,50_20,GP-rob1-nw,1.4,7.0539,,1.0000
int__tai50_20_07,50_20,GP-rob4,1.0,2.8071,7.7338,1.0000
int__tai50_20_07,50_20,GP-rob4,1.2,3.1824,,1.0000
int__tai50_20_07,50_20,GP-rob4,1.4,3.6574,,1.0000
int__tai50_20_08,50_20,GP,1.0,3.8608,12.2727,1.0000
int__tai50_20_08,50_20,GP,1.2,4.7989,,1.0000
int__tai50_20_08,50_20,GP,1.4,5.3683,,1.0000
int__tai50_20_08,50_20,EST,1.0,4.2698,12.3983,1.0000
int__tai50_20_08,50_20,EST,1.2,5.4255,,1.0000
int__tai50_20_08,50_20,EST,1.4,6.3280,,1.0000
int__tai50_20_08,50_20,GT-MWKR,1.0,5.0559,13.9282,1.0000
int__tai50_20_08,50_20,GT-MWKR,1.2,6.1727,,1.0000
int__tai50_20_08,50_20,GT-MWKR,1.4,7.4843,,1.0000
int__tai50_20_08,50_20,GP-nowidth,1.0,4.3848,11.4765,1.0000
int__tai50_20_08,50_20,GP-nowidth,1.2,5.2076,,1.0000
int__tai50_20_08,50_20,GP-nowidth,1.4,5.9633,,1.0000
int__tai50_20_08,50_20,GP-rob1,1.0,3.1398,8.4464,1.0000
int__tai50_20_08,50_20,GP-rob1,1.2,3.7178,,1.0000
int__tai50_20_08,50_20,GP-rob1,1.4,4.5700,,1.0000
int__tai50_20_08,50_20,GP-rob1-nw,1.0,5.0995,12.4919,1.0000
int__tai50_20_08,50_20,GP-rob1-nw,1.2,5.8458,,1.0000
int__tai50_20_08,50_20,GP-rob1-nw,1.4,6.2891,,1.0000
int__tai50_20_08,50_20,GP-rob4,1.0,4.5113,10.4770,1.0000
int__tai50_20_08,50_20,GP-rob4,1.2,5.3598,,1.0000
int__tai50_20_08,50_20,GP-rob4,1.4,6.1255,,1.0000
int__tai50_20_09,50_20,GP,1.0,5.3548,13.8180,1.0000
int__tai50_20_09,50_20,GP,1.2,6.2211,,1.0000
int__tai50_20_09,50_20,GP,1.4,7.0599,,1.0000
int__tai50_20_09,50_20,EST,1.0,3.3914,13.1408,1.0000
int__tai50_20_09,50_20,EST,1.2,4.0494,,1.0000
int__tai50_20_09,50_20,EST,1.4,4.7690,,1.0000
int__tai50_20_09,50_20,GT-MWKR,1.0,5.0491,14.4751,1.0000
int__tai50_20_09,50_20,GT-MWKR,1.2,5.9927,,1.0000
int__tai50_20_09,50_20,GT-MWKR,1.4,6.5013,,1.0000
int__tai50_20_09,50_20,GP-nowidth,1.0,5.6029,13.1074,1.0000
int__tai50_20_09,50_20,GP-nowidth,1.2,6.6783,,1.0000
int__tai50_20_09,50_20,GP-nowidth,1.4,7.9172,,1.0000
int__tai50_20_09,50_20,GP-rob1,1.0,3.2776,9.0403,1.0000
int__tai50_20_09,50_20,GP-rob1,1.2,3.8602,,1.0000
int__tai50_20_09,50_20,GP-rob1,1.4,4.2629,,1.0000
int__tai50_20_09,50_20,GP-rob1-nw,1.0,5.8135,12.6328,1.0000
int__tai50_20_09,50_20,GP-rob1-nw,1.2,6.4518,,1.0000
int__tai50_20_09,50_20,GP-rob1-nw,1.4,7.3790,,1.0000
int__tai50_20_09,50_20,GP-rob4,1.0,3.2215,8.3354,1.0000
int__tai50_20_09,50_20,GP-rob4,1.2,3.8078,,1.0000
int__tai50_20_09,50_20,GP-rob4,1.4,4.1514,,1.0000
int__tai50_20_10,50_20,GP,1.0,4.1106,12.0744,1.0000
int__tai50_20_10,50_20,GP,1.2,5.1411,,1.0000
int__tai50_20_10,50_20,GP,1.4,5.9763,,1.0000
int__tai50_20_10,50_20,EST,1.0,4.2087,13.5795,1.0000
int__tai50_20_10,50_20,EST,1.2,5.0466,,1.0000
int__tai50_20_10,50_20,EST,1.4,5.5143,,1.0000
int__tai50_20_10,50_20,GT-MWKR,1.0,4.4877,13.5823,1.0000
int__tai50_20_10,50_20,GT-MWKR,1.2,5.2910,,1.0000
int__tai50_20_10,50_20,GT-MWKR,1.4,6.4213,,1.0000
int__tai50_20_10,50_20,GP-nowidth,1.0,4.6349,11.5984,1.0000
int__tai50_20_10,50_20,GP-nowidth,1.2,5.6611,,1.0000
int__tai50_20_10,50_20,GP-nowidth,1.4,6.7734,,1.0000
int__tai50_20_10,50_20,GP-rob1,1.0,4.1426,7.7064,1.0000
int__tai50_20_10,50_20,GP-rob1,1.2,5.3661,,1.0000
int__tai50_20_10,50_20,GP-rob1,1.4,7.1909,,1.0000
int__tai50_20_10,50_20,GP-rob1-nw,1.0,4.4345,11.3347,1.0000
int__tai50_20_10,50_20,GP-rob1-nw,1.2,5.4373,,1.0000
int__tai50_20_10,50_20,GP-rob1-nw,1.4,6.0387,,1.0000
int__tai50_20_10,50_20,GP-rob4,1.0,3.2887,8.1292,1.0000
int__tai50_20_10,50_20,GP-rob4,1.2,3.7246,,1.0000
int__tai50_20_10,50_20,GP-rob4,1.4,4.1344,,1.0000
